primary_key_composed,season_id,player_id,player_name,team_id,team_abbreviation,position,age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,divisor_pie,pie
1282_2021_TOR,2021,1282,Norman Powell,1610612761,TOR,SG,27,26,15,28.3,5.5,11.8,0.464,2.3,5.3,0.424,3.2,6.5,0.497,0.56,3.0,3.4,0.876,0.4,2.5,2.9,1.5,1.1,0.2,1.4,2.0,16.3,11.599999999999998,0.0017360071834780003
1364_2021_BRK,2021,1364,Taurean Prince,1610612751,BKN,PF,26,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,5.849999999999999,0.0006612784717119764
1364_2021_CLE,2021,1364,Taurean Prince,1610612739,CLE,PF,26,15,6,24.9,3.1,8.0,0.383,1.7,3.9,0.431,1.4,4.1,0.339,0.488,1.4,1.7,0.808,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,8.399999999999997,0.0014106977915861948
1502_2021_BOS,2021,1502,Payton Pritchard,1610612738,BOS,SG,23,22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0,6.6499999999999995,0.0009417929471746211
1494_2021_NYK,2021,1494,Immanuel Quickley,1610612752,NYK,PG,21,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4,8.75,0.0012951450562462997
1035_2021_SAC,2021,1035,Jahmi'us Ramsey,1610612758,SAC,SG,19,4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,1.95,0.00028142589118198874
383_2021_ORL,2021,383,Chasson Randle,1610612753,ORL,G,27,1,0,19.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,0.00016688918558077436
1253_2021_NYK,2021,1253,Julius Randle,1610612752,NYK,PF,26,30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,23.2,0.003433984606275903
1383_2021_ATL,2021,1383,Cam Reddish,1610612737,ATL,SF,21,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4.0,1.4,1.1,0.3,1.3,2.7,11.5,6.850000000000002,0.0007972532588454379
386_2021_NOP,2021,386,J.J. Redick,1610612740,NOP,SG,36,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,4.899999999999999,0.0006734006734006732
1557_2021_PHI,2021,1557,Paul Reed,1610612755,PHI,PF,21,5,0,11.0,1.8,4.4,0.409,0.0,0.6,0.0,1.8,3.8,0.474,0.409,0.0,0.0,0.0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,1.7000000000000002,0.0002038247107487561
1535_2021_MIN,2021,1535,Naz Reid,1610612750,MIN,C,21,27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5,10.149999999999999,0.001530343007915567
1554_2021_CHO,2021,1554,Nick Richards,1610612766,CHA,PF,23,8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4,0.8499999999999998,0.00012573034538865464
1308_2021_DAL,2021,1308,Josh Richardson,1610612742,DAL,SG,27,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1.0,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5,8.099999999999996,0.0010912765240821821
1468_2021_NYK,2021,1468,Austin Rivers,1610612752,NYK,SG,28,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,5.699999999999999,0.0008436944937833036
1281_2021_MIA,2021,1281,Duncan Robinson,1610612748,MIA,SF,26,28,28,33.3,4.0,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.854,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,8.750000000000004,0.0012330890642615563
393_2021_SAC,2021,393,Glenn Robinson III,1610612758,SAC,SF,27,22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.372,1.1,2.3,0.48,0.516,1.0,1.0,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3,3.8999999999999995,0.0005628517823639774
394_2021_WAS,2021,394,Jerome Robinson,1610612764,WAS,SG,23,13,3,17.0,1.7,5.2,0.328,0.7,2.4,0.29,1.0,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,3.6999999999999984,0.0004988203572632286
1280_2021_NYK,2021,1280,Mitchell Robinson,1610612752,NYK,C,22,27,27,28.8,3.8,5.8,0.66,0.0,0.0,0.0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4,10.85,0.0016059798697454113
1492_2021_OKC,2021,1492,Isaiah Roby,1610612760,OKC,PF,22,22,9,20.2,3.4,6.2,0.54,0.5,1.6,0.314,2.9,4.6,0.618,0.58,1.3,1.9,0.69,1.6,3.5,5.2,1.5,0.7,0.6,1.0,2.5,8.5,8.400000000000002,0.0013951170901843552
1055_2021_ATL,2021,1055,Rajon Rondo,1610612737,ATL,PG,34,14,2,15.3,1.4,3.9,0.345,0.6,1.9,0.308,0.8,2.1,0.379,0.418,0.1,0.1,0.5,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4,5.299999999999999,0.0006168528864059589
1291_2021_DET,2021,1291,Derrick Rose,1610612765,DET,PG,32,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,10.949999999999998,0.001774428779776373
1291_2021_NYK,2021,1291,Derrick Rose,1610612752,NYK,G,32,5,0,20.6,4.2,10.0,0.42,0.6,1.8,0.333,3.6,8.2,0.439,0.45,2.2,2.6,0.846,0.2,2.6,2.8,3.4,1.0,0.6,1.6,0.8,11.2,9.999999999999998,0.0014801657785671993
1311_2021_ORL,2021,1311,Terrence Ross,1610612753,ORL,SG,29,28,1,28.8,5.5,13.3,0.414,2.0,5.7,0.346,3.5,7.6,0.465,0.488,2.4,2.6,0.892,0.3,2.9,3.2,2.1,1.0,0.5,1.8,2.0,15.3,9.899999999999999,0.001652202937249666
1258_2021_CHO,2021,1258,Terry Rozier,1610612766,CHA,SG,26,26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6,16.950000000000003,0.002507211005103173
1385_2021_MIN,2021,1385,Ricky Rubio,1610612750,MIN,PG,30,27,12,25.1,2.5,6.7,0.37,0.6,2.1,0.276,1.9,4.6,0.415,0.414,1.6,2.0,0.83,0.4,3.0,3.4,6.5,1.3,0.0,2.1,2.2,7.2,9.299999999999999,0.0014021862042970222
1237_2021_MIN,2021,1237,D'Angelo Russell,1610612750,MIN,PG,24,20,19,29.2,7.0,16.3,0.426,3.0,7.4,0.399,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3,13.400000000000002,0.002020354315868828
1261_2021_IND,2021,1261,Domantas Sabonis,1610612754,IND,PF,24,29,29,36.4,8.2,15.5,0.528,1.0,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5,22.749999999999996,0.0031435677767030533
405_2021_SAS,2021,405,Luka Šamanić,1610612759,SAS,PF,21,4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0.0,0.8,0.0,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5999999999999996,8.707640954937954e-05
406_2021_IND,2021,406,JaKarr Sampson,1610612754,IND,PF,27,13,0,6.0,0.8,1.9,0.44,0.0,0.2,0.0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3,2.05,0.0002832665469117037
407_2021_PHO,2021,407,Dario Šarić,1610612756,PHX,PF,26,10,0,18.1,3.5,8.0,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4,8.349999999999996,0.0008533469596320896
408_2021_CHI,2021,408,Tomáš Satoranský,1610612741,CHI,SG,29,16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4,9.349999999999998,0.0013352374152088536
1071_2021_LAL,2021,1071,Dennis Schröder,1610612747,LAL,SG,27,29,29,31.1,5.1,11.5,0.441,1.0,3.1,0.311,4.1,8.4,0.49,0.483,3.1,3.8,0.82,0.6,3.0,3.6,4.3,0.9,0.2,2.2,2.7,14.2,10.8,0.0015538450471189124
410_2021_PHI,2021,410,Mike Scott,1610612755,PHI,PF,32,11,3,17.5,1.5,4.4,0.333,1.0,3.5,0.289,0.5,0.9,0.5,0.448,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,2.1999999999999997,0.0002637731550866255
1283_2021_CLE,2021,1283,Collin Sexton,1610612739,CLE,SG,22,24,24,35.3,8.4,17.4,0.484,1.5,3.6,0.407,7.0,13.8,0.505,0.526,4.5,5.5,0.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8,15.100000000000009,0.0025358972205894717
1331_2021_BRK,2021,1331,Landry Shamet,1610612751,BKN,SG,23,26,0,19.0,2.3,6.2,0.377,1.6,4.5,0.347,0.8,1.7,0.455,0.503,1.1,1.3,0.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4,4.499999999999998,0.000508675747470751
1226_2021_TOR,2021,1226,Pascal Siakam,1610612761,TOR,PF,26,25,25,35.8,7.6,16.8,0.455,1.2,4.2,0.298,6.4,12.6,0.506,0.492,4.1,5.1,0.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6,17.800000000000004,0.0026638730918886566
1644_2021_MIA,2021,1644,Chris Silva,1610612748,MIA,PF,24,6,0,8.8,1.0,1.5,0.667,0.2,0.2,1.0,0.8,1.3,0.625,0.722,1.7,2.0,0.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8,3.1500000000000004,0.00044391206313416015
1225_2021_PHI,2021,1225,Ben Simmons,1610612755,PHI,PG,24,25,25,33.4,5.8,10.4,0.562,0.0,0.2,0.167,5.8,10.2,0.571,0.563,3.5,5.3,0.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2,19.8,0.00237395839577963
1257_2021_POR,2021,1257,Anfernee Simons,1610612757,POR,SG,21,25,0,17.9,3.0,7.4,0.413,2.2,5.2,0.42,0.8,2.1,0.396,0.563,0.8,0.9,0.826,0.2,2.1,2.3,1.2,0.2,0.2,0.8,1.7,9.0,5.699999999999999,0.0007507408626934473
1086_2021_DET,2021,1086,Deividas Sirvydis,1610612765,DET,SG,20,4,0,1.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.2,-3.240965807810728e-05
1277_2021_BOS,2021,1277,Marcus Smart,1610612738,BOS,PG,26,17,17,32.3,4.4,11.1,0.394,1.6,5.3,0.311,2.7,5.8,0.469,0.468,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1,12.149999999999999,0.0017207194448378414
1090_2021_NYK,2021,1090,Dennis Smith Jr.,1610612752,NYK,PG,23,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.333,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,1.2000000000000006,0.00017761989342806404
1090_2021_DET,2021,1090,Dennis Smith Jr.,1610612765,DET,G,23,4,0,14.3,2.3,5.8,0.391,0.5,2.0,0.25,1.8,3.8,0.467,0.435,0.8,1.0,0.75,0.5,1.0,1.5,2.0,0.0,0.3,1.0,0.3,5.8,4.200000000000001,0.000680602819640253
1092_2021_WAS,2021,1092,Ish Smith,1610612764,WAS,PG,32,19,1,20.6,2.3,6.1,0.379,0.3,1.1,0.25,2.1,5.1,0.406,0.401,0.3,0.8,0.4,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2,7.75,0.0010448264239973036
1408_2021_PHO,2021,1408,Jalen Smith,1610612756,PHX,PF,20,8,0,6.3,0.8,2.1,0.353,0.3,0.9,0.286,0.5,1.3,0.4,0.412,0.0,0.3,0.0,0.6,0.6,1.3,0.3,0.0,0.3,0.1,0.4,1.8,1.0499999999999998,0.00010730710270822686
1098_2021_ATL,2021,1098,Tony Snell,1610612737,ATL,SG,29,15,0,12.9,1.1,2.7,0.4,0.9,1.9,0.483,0.1,0.7,0.182,0.575,0.0,0.0,0.0,0.4,1.2,1.6,0.9,0.1,0.1,0.4,0.9,3.1,2.6500000000000004,0.00030842644320297957
424_2021_HOU,2021,424,Ray Spalding,1610612745,HOU,F,23,2,0,9.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0,-1.0,-0.00015717092337917484
1100_2021_IND,2021,1100,Cassius Stanley,1610612754,IND,SG,21,8,0,2.9,0.3,0.9,0.286,0.1,0.3,0.5,0.1,0.6,0.2,0.357,0.5,0.6,0.8,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1,-0.19999999999999998,-2.763576067431256e-05
1555_2021_CLE,2021,1555,Lamar Stevens,1610612739,CLE,PF,23,18,0,14.7,1.7,4.3,0.403,0.1,0.8,0.133,1.6,3.4,0.468,0.416,1.0,1.5,0.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6,3.9500000000000006,0.0006633638424720801
1444_2021_DET,2021,1444,Isaiah Stewart,1610612765,DET,C,19,26,2,17.9,2.2,4.2,0.523,0.0,0.2,0.25,2.2,4.0,0.533,0.528,0.8,1.2,0.7,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2,5.100000000000001,0.0008264462809917357
1553_2021_MIA,2021,1553,Max Strus,1610612748,MIA,SF,24,16,0,14.7,2.6,4.9,0.519,1.7,4.0,0.422,0.9,0.9,0.933,0.69,0.4,0.6,0.778,0.1,1.0,1.1,0.5,0.1,0.0,0.2,1.2,7.3,5.05,0.0007116685456595265
1527_2021_IND,2021,1527,Edmond Sumner,1610612754,IND,SG,25,16,4,9.4,1.5,3.0,0.5,0.3,1.0,0.313,1.2,2.0,0.594,0.552,0.6,0.9,0.643,0.4,0.9,1.3,0.5,0.5,0.1,0.6,1.1,3.9,2.55,0.0003523559485974851
1365_2021_HOU,2021,1365,Jae'Sean Tate,1610612745,HOU,SF,25,28,18,27.3,4.0,7.3,0.549,0.7,2.1,0.328,3.3,5.2,0.637,0.596,1.2,1.6,0.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9,9.200000000000003,0.001445972495088409
1242_2021_BOS,2021,1242,Jayson Tatum,1610612738,BOS,SF,22,23,23,35.2,9.3,20.8,0.449,2.7,7.0,0.389,6.6,13.8,0.479,0.515,4.4,5.0,0.886,0.6,6.4,7.0,4.7,1.3,0.4,2.4,1.9,25.8,22.300000000000004,0.003158192890525422
432_2021_BOS,2021,432,Jeff Teague,1610612738,BOS,PG,32,23,3,17.3,1.8,5.7,0.323,0.7,1.7,0.421,1.1,4.0,0.283,0.385,1.2,1.3,0.9,0.3,1.3,1.6,2.0,0.9,0.1,1.1,1.0,5.5,3.7999999999999994,0.0005381673983854978
1399_2021_CHI,2021,1399,Garrett Temple,1610612741,CHI,SG,34,26,5,27.5,3.2,7.6,0.426,1.5,4.3,0.36,1.7,3.3,0.512,0.528,0.8,1.0,0.815,0.5,2.6,3.1,2.0,1.1,0.5,1.0,2.4,8.8,7.0,0.0009996429846483399
1116_2021_DAL,2021,1116,Tyrell Terry,1610612742,DAL,PG,20,11,0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,0.9000000000000001,0.00012125294712024253
1346_2021_BOS,2021,1346,Daniel Theis,1610612738,BOS,C,28,26,21,24.0,3.7,6.5,0.571,0.9,2.2,0.397,2.8,4.2,0.664,0.64,1.1,1.6,0.683,1.3,3.8,5.1,1.4,0.6,1.0,1.0,2.8,9.3,9.150000000000002,0.001295850446112449
1120_2021_HOU,2021,1120,Brodric Thomas,1610612745,HOU,SG,24,4,0,6.0,0.5,1.8,0.286,0.3,1.5,0.167,0.3,0.3,1.0,0.357,1.3,1.8,0.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5,0.7999999999999996,0.0001257367387033398
1125_2021_TOR,2021,1125,Matt Thomas,1610612761,TOR,SG,26,14,0,6.0,0.8,2.0,0.393,0.6,1.5,0.429,0.1,0.5,0.286,0.554,0.3,0.3,1.0,0.1,0.6,0.6,0.4,0.1,0.0,0.3,0.4,2.5,1.7499999999999998,0.00026189763543849146
1129_2021_BOS,2021,1129,Tristan Thompson,1610612738,BOS,PF,29,26,21,22.5,2.8,5.6,0.507,0.0,0.1,0.0,2.8,5.5,0.514,0.507,1.3,2.1,0.611,2.9,5.4,8.3,0.8,0.3,0.3,0.9,2.2,7.0,8.400000000000004,0.001189633196431101
439_2021_NOP,2021,439,Sindarius Thornwell,1610612740,NOP,SG,26,10,1,5.1,0.5,1.2,0.417,0.3,0.6,0.5,0.2,0.6,0.333,0.542,0.0,0.2,0.0,0.1,0.2,0.3,0.2,0.4,0.0,0.1,0.3,1.3,0.85,0.00011681440252868823
1414_2021_PHI,2021,1414,Matisse Thybulle,1610612755,PHI,SG,23,26,1,17.7,1.2,3.2,0.386,0.6,2.0,0.288,0.7,1.2,0.548,0.476,0.2,0.5,0.5,0.3,1.0,1.3,0.8,1.6,0.8,0.3,2.0,3.3,2.6500000000000012,0.00031772675499070814
1133_2021_MEM,2021,1133,Xavier Tillman Sr.,1610612763,MEM,PF,22,19,6,21.2,3.4,6.3,0.546,0.5,1.3,0.375,2.9,5.0,0.589,0.584,0.6,0.8,0.75,1.4,3.1,4.5,1.6,1.0,0.6,0.9,2.5,7.9,8.1,0.0010381953345296078
1394_2021_NYK,2021,1394,Obi Toppin,1610612752,NYK,PF,22,20,0,12.0,2.0,4.2,0.482,0.6,1.9,0.297,1.5,2.3,0.63,0.548,0.4,0.5,0.7,0.3,2.2,2.4,0.5,0.2,0.5,0.5,0.9,4.9,4.500000000000001,0.0006660746003552399
1513_2021_GSW,2021,1513,Juan Toscano-Anderson,1610612744,GSW,SG,27,16,10,21.8,2.6,4.7,0.56,0.7,1.6,0.423,1.9,3.1,0.633,0.633,0.6,0.9,0.714,0.8,4.0,4.8,2.3,0.6,0.7,1.1,2.3,6.6,8.449999999999998,0.0011868811012009266
1229_2021_MIN,2021,1229,Karl-Anthony Towns,1610612750,MIN,C,25,9,9,33.1,7.7,15.1,0.507,2.0,4.7,0.429,5.7,10.4,0.543,0.574,4.4,4.8,0.93,3.1,7.4,10.6,3.3,1.0,1.9,2.8,3.3,21.8,22.099999999999998,0.003332076894082171
1138_2021_POR,2021,1138,Gary Trent Jr.,1610612757,POR,SG,22,26,13,30.2,5.5,12.5,0.44,3.2,7.2,0.447,2.3,5.3,0.431,0.569,1.1,1.4,0.784,0.5,1.6,2.1,1.4,0.7,0.2,0.7,1.5,15.3,9.850000000000001,0.0012973328943035893
1139_2021_HOU,2021,1139,P.J. Tucker,1610612745,HOU,PF,35,26,26,30.0,1.6,4.3,0.375,0.9,2.8,0.329,0.7,1.5,0.462,0.482,0.5,0.7,0.824,1.0,3.6,4.6,1.4,0.8,0.5,1.0,3.0,4.7,4.350000000000001,0.0006836935166994109
1227_2021_IND,2021,1227,Myles Turner,1610612754,IND,C,24,27,27,31.2,4.7,9.4,0.498,1.4,4.4,0.325,3.2,4.9,0.654,0.575,2.4,3.1,0.776,1.3,5.3,6.6,1.0,1.1,3.5,1.4,3.6,13.2,12.599999999999998,0.001741052922481691
448_2021_MEM,2021,448,Jonas Valančiūnas,1610612763,MEM,C,28,19,18,27.5,6.5,11.2,0.585,0.4,1.1,0.381,6.1,10.1,0.607,0.604,3.1,4.1,0.753,3.2,7.6,10.8,2.1,0.6,0.8,2.2,3.3,16.5,17.600000000000005,0.0022558318379902595
1145_2021_CHI,2021,1145,Denzel Valentine,1610612741,CHI,SG,27,23,3,20.1,3.2,8.2,0.388,1.9,5.0,0.377,1.3,3.2,0.405,0.503,0.3,0.3,1.0,0.3,3.6,3.9,1.8,0.7,0.0,0.6,1.3,8.5,7.850000000000001,0.0011210282042127813
1415_2021_MIN,2021,1415,Jarred Vanderbilt,1610612750,MIN,PF,21,27,10,19.1,2.5,4.2,0.602,0.0,0.1,0.5,2.5,4.1,0.604,0.606,1.0,1.9,0.51,1.9,4.1,6.0,1.7,1.1,0.7,0.9,2.2,6.0,8.499999999999998,0.0012815680361854501
1259_2021_TOR,2021,1259,Fred VanVleet,1610612761,TOR,SG,26,28,28,36.4,6.9,16.6,0.417,3.3,8.7,0.377,3.6,7.9,0.462,0.516,3.3,3.6,0.892,0.7,3.5,4.2,6.6,1.7,0.7,2.1,2.3,20.4,18.499999999999993,0.0027686321460640515
1413_2021_SAS,2021,1413,Devin Vassell,1610612759,SAS,SF,20,26,1,17.3,1.9,4.8,0.397,1.0,2.4,0.397,1.0,2.4,0.397,0.496,0.7,0.8,0.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5,6.05,0.0008780204629562441
1552_2021_MIA,2021,1552,Gabe Vincent,1610612748,MIA,PG,24,18,5,16.2,2.3,6.4,0.353,0.9,3.9,0.239,1.3,2.5,0.533,0.427,0.8,0.9,0.882,0.2,1.0,1.2,1.5,0.4,0.1,1.0,2.0,6.3,2.1500000000000004,0.0003029875986471252
1586_2021_BRK,2021,1586,Noah Vonleh,1610612751,BKN,F,25,3,0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.7,0.0,-1.5,-0.0001695585824902504
455_2021_ORL,2021,455,Nikola Vučević,1610612753,ORL,C,30,29,29,33.6,9.3,19.6,0.476,2.6,6.2,0.414,6.8,13.4,0.505,0.542,2.1,2.6,0.816,2.1,9.5,11.6,3.4,1.1,0.6,1.7,1.7,23.4,24.550000000000004,0.004097129506008011
1532_2021_CLE,2021,1532,Dean Wade,1610612739,CLE,PF,24,23,0,8.3,0.7,2.1,0.347,0.5,1.4,0.333,0.3,0.7,0.375,0.459,0.2,0.2,0.8,0.3,0.9,1.3,0.4,0.2,0.1,0.4,0.7,2.1,1.2999999999999998,0.0002183222772692921
1543_2021_WAS,2021,1543,Moritz Wagner,1610612764,WAS,C,23,14,3,13.6,2.3,3.9,0.593,0.4,1.3,0.333,1.9,2.6,0.722,0.648,1.1,1.8,0.64,0.4,2.6,3.1,0.9,0.6,0.3,0.6,2.6,6.1,5.050000000000001,0.0006808223795079205
1222_2021_BOS,2021,1222,Kemba Walker,1610612738,BOS,PG,30,13,13,28.0,5.5,15.0,0.364,2.6,7.3,0.358,2.8,7.7,0.37,0.451,2.8,3.2,0.902,0.5,3.2,3.7,4.0,1.1,0.2,2.2,1.3,16.4,11.649999999999999,0.001649907945050276
459_2021_SAS,2021,459,Lonnie Walker,1610612759,SAS,SG,22,25,22,26.6,4.0,10.0,0.406,1.6,4.4,0.355,2.5,5.6,0.446,0.484,1.1,1.4,0.8,0.2,2.7,2.9,1.7,0.5,0.4,1.0,2.1,10.8,6.6,0.0009578405050431753
1206_2021_HOU,2021,1206,John Wall,1610612745,HOU,PG,30,19,19,31.1,7.4,16.8,0.441,2.1,5.8,0.351,5.4,11.0,0.488,0.502,3.5,4.7,0.744,0.5,3.2,3.7,6.3,1.0,0.7,3.5,1.4,20.4,16.0,0.0025147347740667974
1161_2021_GSW,2021,1161,Brad Wanamaker,1610612744,GSW,PG,31,29,0,16.0,1.3,4.0,0.336,0.3,1.6,0.222,1.0,2.4,0.408,0.379,1.3,1.5,0.884,0.2,1.6,1.8,2.7,0.8,0.1,0.8,1.4,4.3,4.45,0.0006250438935318491
462_2021_IND,2021,462,T.J. Warren,1610612754,IND,SF,27,4,4,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,9.05,0.0012505181705126434
1163_2021_CHO,2021,1163,P.J. Washington,1610612766,CHA,PF,22,24,24,28.8,4.0,9.6,0.42,1.1,3.3,0.329,3.0,6.3,0.467,0.476,2.0,2.7,0.738,1.7,4.9,6.5,3.0,0.9,1.3,2.0,2.7,11.2,10.5,0.0015531395606833815
1526_2021_TOR,2021,1526,Yuta Watanabe,1610612761,TOR,SF,26,18,0,12.4,1.0,2.8,0.353,0.7,1.6,0.429,0.3,1.3,0.261,0.471,0.4,0.4,1.0,0.9,2.4,3.3,0.4,0.5,0.6,0.4,1.1,3.1,3.85,0.0005761747979646812
1167_2021_BOS,2021,1167,Tremont Waters,1610612738,BOS,PG,23,9,1,10.0,0.7,3.0,0.222,0.3,1.3,0.25,0.3,1.7,0.2,0.278,0.8,0.9,0.875,0.2,0.7,0.9,2.8,0.6,0.0,1.4,0.7,2.4,2.099999999999999,0.000297408299107775
1169_2021_TOR,2021,1169,Paul Watson,1610612761,TOR,SF,26,13,0,3.2,0.7,1.1,0.643,0.6,0.8,0.727,0.1,0.2,0.333,0.929,0.0,0.0,0.0,0.1,0.6,0.7,0.2,0.0,0.2,0.1,0.5,2.0,1.9500000000000002,0.0002918287937743191
1170_2021_SAS,2021,1170,Quinndary Weatherspoon,1610612759,SAS,SG,24,5,0,4.8,0.2,1.0,0.2,0.0,0.2,0.0,0.2,0.8,0.25,0.2,0.4,0.4,1.0,0.0,0.4,0.4,0.6,0.2,0.0,1.2,1.4,0.8,-1.4,-0.00020317828894855235
