primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id,TOTAL TEAM
1_2021,1,Jaylen Adams,PG,24,[MIL],6,0,2.8,0.2,1.3,0.125,0.0,0.3,0.0,0.2,1.0,0.167,0.125,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.2,0.3,2021,[MIL]
2_2021,2,Bam Adebayo,C,23,[MIA],26,26,33.6,7.4,12.9,0.573,0.1,0.2,0.4,7.3,12.7,0.576,0.576,5.1,6.0,0.841,1.9,7.3,9.2,5.3,1.0,1.0,3.0,2.6,19.9,2021,[MIA/MIA/MIA]
3_2021,3,Ty-Shon Alexander,SG,22,[PHO],3,0,2.7,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2021,[PHO]
4_2021,4,Jarrett Allen,C,22,[TOT],28,10,26.2,4.4,6.8,0.642,0.0,0.1,0.25,4.3,6.6,0.651,0.645,3.6,4.7,0.758,2.9,6.1,9.0,1.6,0.5,1.6,1.5,1.6,12.3,2021,[BRK/CLE/CLE/CLE]
5_2021,5,Al-Farouq Aminu,PF,30,[ORL],2,0,8.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.5,1.5,2.0,1.0,0.0,0.0,1.0,0.0,1.5,2021,[ORL]
6_2021,6,Giannis Antetokounmpo,PF,26,[MIL],27,27,33.6,10.3,18.4,0.563,1.1,4.0,0.29,9.2,14.4,0.638,0.594,6.4,9.9,0.642,1.7,9.7,11.4,5.8,1.3,1.3,3.7,3.1,28.2,2021,[MIL/MIL/MIL]
7_2021,7,Kostas Antetokounmpo,PF,23,[LAL],1,0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,2021,[LAL]
8_2021,8,Thanasis Antetokounmpo,SF,28,[MIL],18,0,8.3,0.9,1.4,0.654,0.1,0.4,0.286,0.8,1.1,0.789,0.692,0.2,0.4,0.571,0.7,1.0,1.7,0.8,0.3,0.2,0.8,1.4,2.2,2021,[MIL/MIL/MIL]
9_2021,9,Cole Anthony,PG,20,[ORL],25,17,26.7,4.0,10.8,0.375,1.1,3.3,0.325,3.0,7.4,0.398,0.426,1.8,2.2,0.836,0.8,3.6,4.4,3.8,0.7,0.4,2.0,2.0,11.0,2021,[ORL/ORL/ORL]
10_2021,10,OG Anunoby,SF,23,[TOR],18,18,34.4,5.1,10.3,0.489,2.4,5.7,0.431,2.6,4.7,0.56,0.608,2.0,2.7,0.75,1.6,4.3,5.9,1.6,2.0,0.6,1.7,2.9,14.6,2021,[TOR/TOR/TOR]
11_2021,11,Deni Avdija,SF,20,[WAS],22,16,22.9,2.5,6.0,0.424,1.2,3.5,0.355,1.3,2.5,0.518,0.527,0.5,0.9,0.579,0.5,4.4,4.9,1.6,0.8,0.2,0.8,2.8,6.8,2021,[WAS/WAS/WAS]
12_2021,12,Deandre Ayton,C,22,[PHO],27,27,32.1,6.1,10.3,0.59,0.1,0.6,0.25,5.9,9.7,0.611,0.597,1.6,2.3,0.721,3.7,8.6,12.2,1.8,0.3,1.0,2.1,3.4,13.9,2021,[PHO/PHO/PHO]
13_2021,13,Udoka Azubuike,C,21,[UTA],12,0,4.1,0.3,0.6,0.571,0.0,0.0,0.0,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0,2021,[UTA/UTA/UTA]
14_2021,14,Dwayne Bacon,SG,25,[ORL],29,20,24.9,4.1,9.6,0.423,1.1,2.9,0.373,3.0,6.8,0.444,0.478,1.5,1.9,0.8,0.4,2.7,3.1,1.0,0.8,0.1,0.7,1.7,10.7,2021,[ORL]
15_2021,15,LaMelo Ball,PG,19,[CHO],28,8,27.7,5.4,12.4,0.437,1.8,5.1,0.354,3.6,7.3,0.495,0.51,2.0,2.5,0.797,1.5,4.6,6.2,6.1,1.5,0.4,2.7,2.6,14.6,2021,[CHO/CHO/CHO]
16_2021,16,Desmond Bane,SG,22,[MEM],20,2,22.8,3.8,7.8,0.484,2.1,4.3,0.482,1.7,3.5,0.486,0.616,0.7,0.9,0.824,0.5,2.2,2.7,1.6,0.7,0.2,1.2,1.9,10.3,2021,[MEM/MEM/MEM]
17_2021,17,Harrison Barnes,PF,28,[SAC],27,27,35.1,5.3,11.0,0.48,1.7,4.3,0.388,3.6,6.7,0.539,0.556,3.6,4.3,0.843,1.1,5.1,6.2,3.4,0.8,0.2,1.4,1.1,15.8,2021,[SAC/SAC/SAC]
18_2021,18,RJ Barrett,SG,20,[NYK],30,30,33.7,6.2,14.6,0.428,1.0,3.4,0.304,5.2,11.2,0.466,0.463,3.0,4.0,0.742,1.3,4.9,6.2,3.1,0.7,0.2,1.9,2.5,16.5,2021,[NYK/NYK/NYK]
19_2021,19,Keita Bates-Diop,SF,25,[SAS],8,0,3.4,0.0,1.1,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.6,0.8,0.833,0.1,0.3,0.4,0.3,0.1,0.0,0.0,0.0,0.6,2021,[SAS/SAS/SAS]
20_2021,20,Nicolas Batum,SF,32,[LAC],27,27,29.9,3.3,6.8,0.492,2.1,4.6,0.456,1.2,2.1,0.569,0.648,1.0,1.1,0.867,0.9,4.0,4.9,2.3,1.4,0.4,0.7,1.7,9.7,2021,[LAC/LAC/LAC]
21_2021,21,Aron Baynes,C,34,[TOR],25,24,18.8,2.4,5.8,0.411,0.5,2.2,0.222,1.9,3.7,0.522,0.452,0.3,0.4,0.778,1.5,3.9,5.4,1.0,0.3,0.3,0.8,2.5,5.6,2021,[TOR]
22_2021,22,Bradley Beal,SG,27,[WAS],24,24,35.3,11.4,24.0,0.473,2.5,7.4,0.337,8.9,16.6,0.534,0.525,7.5,8.4,0.896,1.4,3.8,5.2,4.7,1.3,0.5,3.1,2.5,32.8,2021,[WAS/WAS/WAS]
23_2021,23,Dāvis Bertāns,PF,28,[WAS],23,3,25.8,3.3,8.8,0.381,3.0,7.8,0.378,0.4,1.0,0.409,0.55,1.9,2.3,0.827,0.4,2.7,3.1,1.0,0.7,0.3,0.6,2.5,11.5,2021,[WAS]
24_2021,24,Tyler Bey,SF,22,[DAL],4,0,3.3,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.3,0.4,0.4,0.5,1.0,0.5,0.5,0.3,0.8,0.0,0.0,0.3,0.0,0.5,1.5,2021,[DAL]
25_2021,25,Keljin Blevins,SF,25,[POR],8,0,4.8,0.1,1.1,0.111,0.0,0.4,0.0,0.1,0.8,0.167,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.4,0.5,0.3,2021,[POR/POR]
26_2021,26,Bogdan Bogdanović,SG,28,[ATL],9,2,23.7,3.3,8.7,0.385,2.3,6.4,0.362,1.0,2.2,0.45,0.519,0.9,1.0,0.889,0.2,3.6,3.8,2.1,0.4,0.1,1.2,2.0,9.9,2021,[ATL]
27_2021,27,Bojan Bogdanović,SF,31,[UTA],29,29,30.7,5.0,12.1,0.416,2.6,6.6,0.387,2.5,5.5,0.45,0.521,2.6,3.0,0.864,0.5,3.5,4.0,2.1,0.4,0.0,1.5,1.5,15.2,2021,[UTA]
28_2021,28,Marques Bolden,C,22,[CLE],6,0,4.8,0.2,0.5,0.333,0.0,0.0,0.0,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2,2021,[CLE]
29_2021,29,Jordan Bone,PG,23,[ORL],14,0,14.0,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0.0,0.0,0.0,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0,2021,[ORL]
30_2021,30,Devin Booker,SG,24,[PHO],23,23,35.2,9.0,18.2,0.492,2.0,5.8,0.353,6.9,12.4,0.556,0.548,4.4,5.3,0.829,0.2,3.5,3.7,4.4,0.9,0.3,3.5,3.3,24.4,2021,[PHO/PHO/PHO]
31_2021,31,Chris Boucher,C,28,[TOR],28,0,23.4,4.8,9.0,0.528,1.6,3.6,0.441,3.1,5.4,0.587,0.617,2.5,3.3,0.75,2.0,4.8,6.8,1.0,0.5,2.1,0.7,2.7,13.6,2021,[TOR/TOR/TOR]
32_2021,32,Brian Bowen,SF,22,[IND],1,0,5.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2021,[IND]
33_2021,33,Jarrell Brantley,PF,24,[UTA],8,0,2.8,0.4,1.0,0.375,0.4,0.8,0.5,0.0,0.3,0.0,0.563,0.0,0.0,0.0,0.1,0.4,0.5,0.0,0.1,0.1,0.1,0.5,1.1,2021,[UTA/UTA]
34_2021,34,Miles Bridges,PF,22,[CHO],28,2,26.7,3.8,8.0,0.469,1.3,3.5,0.364,2.5,4.5,0.552,0.549,1.1,1.2,0.939,1.3,4.5,5.8,1.9,0.7,0.8,1.8,2.4,9.9,2021,[CHO/CHO]
35_2021,35,Dillon Brooks,SF,25,[MEM],24,24,29.2,6.1,15.4,0.397,1.9,6.0,0.319,4.2,9.4,0.447,0.459,1.7,2.1,0.8,1.0,2.2,3.3,2.6,1.3,0.4,2.3,3.3,15.8,2021,[MEM/MEM/MEM]
36_2021,36,Jaylen Brown,SG,24,[BOS],26,26,33.4,9.9,19.5,0.506,2.4,5.9,0.409,7.5,13.6,0.548,0.568,3.7,4.8,0.768,1.2,4.3,5.5,3.6,1.2,0.6,2.8,3.0,25.9,2021,[BOS/BOS/BOS]
37_2021,37,Trey Burke,PG,28,[DAL],27,0,17.3,2.9,6.6,0.444,1.3,3.4,0.396,1.6,3.2,0.494,0.545,0.9,1.0,0.852,0.1,1.0,1.1,1.6,0.8,0.1,0.6,1.5,8.0,2021,[DAL/DAL]
38_2021,38,Jimmy Butler,SF,31,[MIA],16,16,32.9,6.0,13.7,0.438,0.3,1.5,0.167,5.8,12.2,0.472,0.447,7.2,8.4,0.858,1.8,5.9,7.7,7.4,1.9,0.4,2.1,1.1,19.4,2021,[MIA/MIA/MIA]
39_2021,39,Bruno Caboclo,PF,25,[HOU],6,0,6.0,1.3,2.8,0.471,0.0,0.8,0.0,1.3,2.0,0.667,0.471,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8,2021,[HOU]
40_2021,40,Vlatko Čančar,PF,23,[DEN],13,0,3.5,0.2,1.1,0.214,0.1,0.6,0.125,0.2,0.5,0.333,0.25,0.1,0.2,0.5,0.2,0.7,0.9,0.1,0.3,0.2,0.4,0.2,0.6,2021,[DEN]
41_2021,41,Clint Capela,C,26,[ATL],25,25,29.3,6.3,10.9,0.579,0.0,0.0,0.0,6.3,10.9,0.579,0.579,1.6,3.1,0.532,4.6,9.4,14.0,1.0,0.8,2.2,1.4,2.3,14.3,2021,[ATL/ATL/ATL]
42_2021,42,Michael Carter-Williams,SG,29,[ORL],10,5,24.6,2.9,8.2,0.354,0.2,1.7,0.118,2.7,6.5,0.415,0.366,1.7,2.3,0.739,1.8,2.9,4.7,3.0,0.5,0.4,1.6,2.7,7.7,2021,[ORL/ORL]
43_2021,43,Brandon Clarke,PF,24,[MEM],20,13,27.2,5.6,11.1,0.5,0.6,1.8,0.306,5.0,9.3,0.538,0.525,1.3,2.1,0.634,1.6,4.0,5.6,1.8,1.2,0.8,0.7,1.7,13.0,2021,[MEM/MEM/MEM]
44_2021,44,Jordan Clarkson,SG,28,[UTA],29,0,26.2,6.7,14.8,0.453,3.2,8.5,0.382,3.4,6.3,0.549,0.563,1.6,1.7,0.958,0.9,3.2,4.1,2.1,1.0,0.2,1.9,1.4,18.2,2021,[UTA/UTA/UTA]
45_2021,45,Amir Coffey,SG,23,[LAC],19,0,8.1,1.1,2.1,0.525,0.6,1.1,0.524,0.5,1.0,0.526,0.663,0.2,0.5,0.333,0.2,0.6,0.8,0.4,0.2,0.0,0.4,0.6,2.9,2021,[LAC/LAC/LAC]
46_2021,46,John Collins,PF,23,[ATL],28,28,31.6,7.1,13.0,0.547,1.4,3.4,0.411,5.7,9.6,0.595,0.6,2.6,3.0,0.867,2.2,5.4,7.6,1.6,0.5,1.0,1.4,3.4,18.2,2021,[ATL/ATL/ATL]
47_2021,47,Pat Connaughton,SG,28,[MIL],25,0,19.0,2.2,5.1,0.438,1.3,3.4,0.384,0.9,1.7,0.548,0.566,0.2,0.3,0.625,0.9,2.9,3.8,1.4,0.7,0.5,0.3,1.3,6.0,2021,[MIL/MIL/MIL]
48_2021,48,Quinn Cook,PG,27,[LAL],15,0,3.4,0.6,1.4,0.429,0.3,0.7,0.364,0.3,0.7,0.5,0.524,0.3,0.3,0.8,0.0,0.3,0.3,0.3,0.1,0.0,0.2,0.1,1.7,2021,[LAL]
49_2021,49,Stephen Curry,PG,32,[GSW],29,29,34.0,10.0,20.3,0.492,5.0,11.8,0.425,5.0,8.6,0.582,0.614,5.0,5.3,0.935,0.4,4.9,5.3,6.0,1.2,0.1,3.2,1.9,30.0,2021,[GSW/GSW/GSW]
50_2021,50,Anthony Davis,PF,27,[LAL],23,23,32.8,8.9,16.7,0.533,0.7,2.5,0.293,8.1,14.1,0.575,0.555,4.0,5.7,0.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5,2021,[LAL/LAL/LAL]
51_2021,51,Luka Dončić,PG,21,[DAL],27,27,35.3,10.0,21.1,0.475,2.4,7.2,0.335,7.6,14.0,0.546,0.532,6.6,8.3,0.795,0.9,7.7,8.6,9.4,1.0,0.7,4.2,2.2,29.1,2021,[DAL]
52_2021,52,Luguentz Dort,SG,21,[OKC],27,27,29.6,4.3,10.6,0.409,1.9,5.7,0.323,2.5,4.9,0.511,0.497,2.0,2.6,0.746,0.7,2.8,3.5,1.4,0.9,0.3,1.5,2.5,12.5,2021,[OKC/OKC/OKC]
53_2021,53,Goran Dragić,PG,34,[MIA],17,6,26.5,5.2,11.5,0.456,1.6,4.6,0.359,3.6,6.9,0.521,0.528,2.2,2.8,0.809,0.4,2.6,3.1,5.3,0.5,0.1,3.0,2.6,14.4,2021,[MIA]
54_2021,54,Jared Dudley,PF,35,[LAL],6,0,3.7,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.2,0.8,1.0,0.2,0.0,0.0,0.0,0.0,0.5,2021,[LAL]
55_2021,55,Anthony Edwards,SG,19,[MIN],29,12,28.2,5.4,14.2,0.383,1.8,5.7,0.319,3.6,8.5,0.427,0.448,1.9,2.3,0.806,0.6,3.1,3.7,2.4,0.7,0.3,1.6,1.5,14.6,2021,[MIN/MIN/MIN]
56_2021,56,CJ Elleby,SF,20,[POR],12,0,8.0,1.2,2.4,0.483,0.4,1.5,0.278,0.8,0.9,0.818,0.569,0.5,0.8,0.667,0.3,0.7,1.0,0.3,0.3,0.3,0.3,1.3,3.3,2021,[POR/POR]
57_2021,57,Joel Embiid,C,26,[PHI],23,23,32.5,9.4,17.5,0.54,1.2,3.0,0.397,8.3,14.5,0.569,0.573,9.7,11.3,0.851,1.9,8.9,10.8,3.1,1.3,1.2,3.4,2.5,29.7,2021,[PHI/PHI/PHI]
58_2021,58,James Ennis,SF,30,[ORL],20,19,21.9,2.6,5.2,0.495,0.9,1.9,0.447,1.7,3.3,0.523,0.578,1.3,1.6,0.839,1.2,2.6,3.8,1.4,1.0,0.3,1.0,2.2,7.3,2021,[ORL]
59_2021,59,Dante Exum,SG,25,[CLE],6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,2021,[CLE]
60_2021,60,Cristiano Felício,C,28,[CHI],6,0,6.3,0.5,0.7,0.75,0.0,0.0,0.0,0.5,0.7,0.75,0.75,0.8,1.3,0.625,1.0,1.0,2.0,0.8,0.3,0.0,0.5,0.5,1.8,2021,[CHI]
61_2021,61,Terrance Ferguson,SG,22,[PHI],7,0,3.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.4,0.0,2021,[PHI]
62_2021,62,Yogi Ferrell,PG,27,[CLE],2,0,20.0,4.0,10.5,0.381,1.5,4.5,0.333,2.5,6.0,0.417,0.452,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5,2021,[CLE]
63_2021,63,Malachi Flynn,PG,22,[TOR],13,0,8.2,0.8,3.0,0.282,0.4,1.8,0.217,0.5,1.2,0.375,0.346,0.2,0.3,0.5,0.1,0.6,0.7,1.2,0.3,0.0,0.3,0.8,2.2,2021,[TOR/TOR/TOR]
64_2021,64,De'Aaron Fox,PG,23,[SAC],26,26,33.1,8.4,17.7,0.476,1.8,5.4,0.343,6.6,12.3,0.534,0.528,4.5,6.6,0.69,0.7,2.6,3.3,6.8,1.2,0.5,3.1,2.7,23.2,2021,[SAC/SAC/SAC]
65_2021,65,Markelle Fultz,PG,22,[ORL],8,8,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,2021,[ORL/ORL/ORL]
66_2021,66,Danilo Gallinari,PF,32,[ATL],16,1,19.7,3.0,7.6,0.397,1.6,4.3,0.377,1.4,3.3,0.423,0.504,3.1,3.3,0.942,0.2,2.7,2.9,1.1,0.2,0.1,1.2,1.9,10.7,2021,[ATL/ATL]
67_2021,67,Darius Garland,PG,21,[CLE],21,18,32.3,6.4,14.2,0.452,1.7,4.1,0.407,4.8,10.1,0.469,0.51,1.3,1.5,0.903,0.5,1.8,2.2,5.3,1.0,0.1,2.5,2.4,15.9,2021,[CLE/CLE/CLE]
68_2021,68,Marc Gasol,C,36,[LAL],29,29,20.0,1.4,3.4,0.4,0.7,2.0,0.351,0.7,1.5,0.465,0.5,0.8,0.9,0.88,0.8,3.4,4.2,1.8,0.4,1.2,0.8,2.4,4.2,2021,[LAL]
69_2021,69,Paul George,SF,30,[LAC],20,20,34.0,8.4,16.6,0.508,3.8,7.9,0.478,4.7,8.7,0.534,0.621,3.8,4.2,0.905,0.7,5.6,6.2,5.5,1.2,0.5,3.6,2.3,24.4,2021,[LAC/LAC/LAC]
70_2021,70,Harry Giles,C,22,[POR],22,0,11.8,1.2,2.8,0.419,0.1,0.4,0.375,1.0,2.5,0.426,0.444,0.6,0.8,0.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2.0,3.1,2021,[POR]
71_2021,71,Shai Gilgeous-Alexander,SG,22,[OKC],22,22,33.7,7.9,15.6,0.503,1.9,4.9,0.383,6.0,10.8,0.557,0.563,5.0,6.3,0.784,0.7,4.7,5.4,6.5,0.8,0.6,2.9,2.0,22.5,2021,[OKC/OKC/OKC]
72_2021,72,Anthony Gill,PF,28,[WAS],10,1,6.5,0.3,1.0,0.3,0.1,0.7,0.143,0.2,0.3,0.667,0.35,0.3,0.4,0.75,0.3,1.6,1.9,0.3,0.3,0.2,0.3,0.3,1.0,2021,[WAS/WAS/WAS]
73_2021,73,Draymond Green,PF,30,[GSW],24,24,29.0,2.0,5.4,0.362,0.3,1.8,0.186,1.6,3.6,0.448,0.392,1.0,1.4,0.676,0.6,5.0,5.6,8.3,1.4,0.6,2.6,3.1,5.2,2021,[GSW/GSW/GSW]
74_2021,74,Josh Green,SG,20,[DAL],17,5,12.5,1.0,2.1,0.472,0.1,0.7,0.167,0.9,1.4,0.625,0.5,0.4,0.6,0.545,0.7,1.6,2.3,0.6,0.2,0.1,0.6,0.9,2.5,2021,[DAL/DAL/DAL]
75_2021,75,Ashton Hagans,PG,21,[MIN],2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2021,[MIN]
76_2021,76,Josh Hall,SF,20,[OKC],7,0,7.3,0.6,2.6,0.222,0.1,1.1,0.125,0.4,1.4,0.3,0.25,0.4,1.0,0.429,0.1,1.1,1.3,1.0,0.0,0.0,0.6,1.0,1.7,2021,[OKC]
77_2021,77,Tim Hardaway Jr.,SG,28,[DAL],27,17,30.6,5.9,13.3,0.439,3.1,7.8,0.393,2.8,5.5,0.503,0.554,1.9,2.4,0.785,0.2,3.0,3.2,1.6,0.7,0.1,0.9,1.6,16.7,2021,[DAL/DAL]
78_2021,78,James Harden,SG,31,[TOT],24,24,37.6,7.6,15.8,0.482,3.0,7.9,0.384,4.6,7.9,0.579,0.578,6.2,6.9,0.897,0.8,6.5,7.3,11.3,1.0,0.8,4.3,2.3,24.5,2021,[HOU/BRK/PHI]
79_2021,79,Jalen Harris,SG,22,[TOR],2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,2021,[TOR]
80_2021,80,Joe Harris,SF,29,[BRK],30,26,30.9,5.5,10.5,0.529,3.3,6.6,0.495,2.3,3.9,0.586,0.685,0.5,0.8,0.696,0.6,2.9,3.5,1.9,0.5,0.2,0.8,2.4,14.9,2021,[BRK/BRK/BRK]
81_2021,81,Tobias Harris,PF,28,[PHI],26,26,34.5,8.0,15.4,0.518,1.8,4.2,0.426,6.2,11.2,0.551,0.575,3.1,3.5,0.9,1.3,6.5,7.7,3.1,0.8,0.8,2.0,2.1,20.8,2021,[PHI/PHI/PHI]
82_2021,82,Jaxson Hayes,C,20,[NOP],21,1,11.7,1.7,2.6,0.636,0.0,0.0,0.0,1.7,2.6,0.636,0.636,0.9,1.2,0.692,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.8,4.2,2021,[NOP/NOP/NOP]
83_2021,83,Killian Hayes,PG,19,[DET],7,7,21.1,1.9,6.7,0.277,0.7,2.9,0.25,1.1,3.9,0.296,0.33,0.1,0.3,0.5,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6,2021,[DET/DET/DET]
84_2021,84,Gordon Hayward,SF,30,[CHO],26,26,35.5,8.1,16.6,0.486,2.2,5.2,0.422,5.9,11.4,0.515,0.552,3.9,4.5,0.864,0.9,4.5,5.5,3.8,1.1,0.4,2.1,1.9,22.3,2021,[CHO/CHO/CHO]
85_2021,85,Juan Hernangómez,PF,25,[MIN],13,6,18.6,2.3,5.8,0.4,1.1,3.4,0.318,1.2,2.4,0.516,0.493,0.7,1.1,0.643,1.0,4.0,5.0,0.5,0.4,0.2,0.5,0.9,6.4,2021,[MIN]
86_2021,86,Willy Hernangómez,C,26,[NOP],13,0,17.1,2.8,5.1,0.545,0.1,0.4,0.2,2.7,4.7,0.574,0.553,1.2,1.8,0.652,2.6,3.8,6.5,1.2,0.5,0.4,0.4,1.1,6.8,2021,[NOP/NOP]
87_2021,87,Tyler Herro,SG,21,[MIA],20,14,34.4,6.5,14.8,0.437,2.1,6.2,0.339,4.4,8.6,0.509,0.508,2.0,2.5,0.78,0.5,5.9,6.3,3.9,0.5,0.5,2.6,1.7,17.0,2021,[MIA/MIA/MIA]
88_2021,88,Solomon Hill,PF,29,[ATL],28,1,19.0,1.5,4.3,0.358,1.0,3.2,0.322,0.5,1.1,0.467,0.479,0.3,0.4,0.8,0.4,1.9,2.3,0.9,0.6,0.2,0.5,1.6,4.4,2021,[ATL/ATL]
89_2021,89,Jrue Holiday,PG,30,[MIL],23,23,32.5,6.5,13.0,0.502,1.9,4.8,0.387,4.7,8.2,0.569,0.574,1.5,1.9,0.791,1.3,3.5,4.8,5.4,1.9,0.6,1.6,1.7,16.4,2021,[MIL/MIL/MIL]
90_2021,90,Richaun Holmes,C,27,[SAC],25,25,29.6,5.4,8.4,0.648,0.0,0.2,0.2,5.4,8.2,0.659,0.65,1.8,2.3,0.793,2.5,5.2,7.7,1.8,0.7,1.6,1.5,4.1,12.8,2021,[SAC/SAC/SAC]
91_2021,91,Danuel House,SF,27,[HOU],17,7,27.9,3.1,8.2,0.374,1.4,4.9,0.286,1.6,3.2,0.509,0.46,1.4,1.8,0.767,0.6,3.1,3.6,2.1,0.8,0.5,0.9,1.8,8.9,2021,[HOU]
92_2021,92,Markus Howard,SG,21,[DEN],14,0,3.4,0.4,2.1,0.207,0.2,1.5,0.143,0.2,0.6,0.375,0.259,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.4,1.1,2021,[DEN/DEN]
93_2021,93,De'Andre Hunter,SF,23,[ATL],18,18,32.2,6.0,11.7,0.514,1.7,4.6,0.366,4.3,7.1,0.609,0.586,3.6,4.1,0.877,0.9,4.5,5.4,2.2,0.9,0.5,1.4,2.6,17.2,2021,[ATL/ATL/ATL]
94_2021,94,Brandon Ingram,SF,23,[NOP],28,28,34.8,8.2,17.5,0.466,2.5,6.3,0.4,5.7,11.3,0.503,0.538,4.7,5.4,0.874,0.6,4.8,5.4,4.8,0.6,0.9,2.5,1.8,23.6,2021,[NOP/NOP/NOP]
95_2021,95,Wesley Iwundu,SF,26,[DAL],17,3,13.6,0.8,2.7,0.283,0.2,1.4,0.13,0.6,1.4,0.435,0.315,0.5,0.6,0.8,0.3,1.6,1.9,0.5,0.4,0.1,0.2,1.2,2.2,2021,[DAL]
96_2021,96,Justin James,SF,24,[SAC],8,0,6.3,0.8,1.9,0.4,0.0,0.5,0.0,0.8,1.4,0.545,0.4,0.1,0.9,0.143,0.3,0.6,0.9,0.4,0.1,0.1,0.0,0.1,1.6,2021,[SAC]
97_2021,97,LeBron James,PG,36,[LAL],29,29,34.7,9.4,18.8,0.504,2.5,6.7,0.378,6.9,12.1,0.573,0.571,4.2,6.0,0.711,0.6,7.6,8.2,7.9,1.0,0.5,3.7,1.6,25.7,2021,[LAL/LAL/LAL]
98_2021,98,Keldon Johnson,SF,21,[SAS],27,27,30.1,5.3,11.4,0.468,1.0,3.0,0.325,4.4,8.4,0.518,0.51,2.9,3.7,0.778,1.7,5.2,7.0,2.3,0.8,0.5,1.5,2.3,14.5,2021,[SAS/SAS/SAS]
99_2021,99,Nikola Jokić,C,25,[DEN],28,28,35.9,10.5,18.4,0.57,1.5,3.8,0.402,9.0,14.6,0.614,0.611,4.8,5.5,0.871,3.0,8.2,11.1,8.6,1.6,0.6,3.4,3.1,27.4,2021,[DEN]
100_2021,100,Tre Jones,PG,21,[SAS],9,0,3.0,0.7,1.3,0.5,0.1,0.1,1.0,0.6,1.2,0.455,0.542,0.6,0.6,1.0,0.4,0.0,0.4,0.1,0.0,0.0,0.2,0.2,2.0,2021,[SAS/SAS/SAS]
101_2021,101,Tyus Jones,PG,24,[MEM],24,8,23.5,3.3,8.0,0.406,0.7,2.8,0.25,2.5,5.2,0.492,0.451,0.5,0.6,0.8,0.6,2.1,2.8,5.3,1.3,0.1,1.0,0.5,7.7,2021,[MEM/MEM/MEM]
102_2021,102,Enes Kanter,C,28,[POR],28,16,25.1,4.9,8.4,0.581,0.0,0.0,0.0,4.9,8.4,0.581,0.581,1.8,2.3,0.754,4.1,7.0,11.1,1.1,0.5,0.8,1.2,2.5,11.5,2021,[POR]
