primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id,TOTAL TEAM
205_2021,205,Myles Turner,C,24,[IND],27,27,31.2,4.7,9.4,0.498,1.4,4.4,0.325,3.2,4.9,0.654,0.575,2.4,3.1,0.776,1.3,5.3,6.6,1.0,1.1,3.5,1.4,3.6,13.2,2021,[IND/IND/IND]
206_2021,206,Jonas Valančiūnas,C,28,[MEM],19,18,27.5,6.5,11.2,0.585,0.4,1.1,0.381,6.1,10.1,0.607,0.604,3.1,4.1,0.753,3.2,7.6,10.8,2.1,0.6,0.8,2.2,3.3,16.5,2021,[MEM]
207_2021,207,Fred VanVleet,SG,26,[TOR],28,28,36.4,6.9,16.6,0.417,3.3,8.7,0.377,3.6,7.9,0.462,0.516,3.3,3.6,0.892,0.7,3.5,4.2,6.6,1.7,0.7,2.1,2.3,20.4,2021,[TOR/TOR/TOR]
208_2021,208,Devin Vassell,SF,20,[SAS],26,1,17.3,1.9,4.8,0.397,1.0,2.4,0.397,1.0,2.4,0.397,0.496,0.7,0.8,0.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5,2021,[SAS/SAS/SAS]
209_2021,209,Gabe Vincent,PG,24,[MIA],18,5,16.2,2.3,6.4,0.353,0.9,3.9,0.239,1.3,2.5,0.533,0.427,0.8,0.9,0.882,0.2,1.0,1.2,1.5,0.4,0.1,1.0,2.0,6.3,2021,[MIA/MIA/MIA]
210_2021,210,Nikola Vučević,C,30,[ORL],29,29,33.6,9.3,19.6,0.476,2.6,6.2,0.414,6.8,13.4,0.505,0.542,2.1,2.6,0.816,2.1,9.5,11.6,3.4,1.1,0.6,1.7,1.7,23.4,2021,[ORL]
211_2021,211,Dean Wade,PF,24,[CLE],23,0,8.3,0.7,2.1,0.347,0.5,1.4,0.333,0.3,0.7,0.375,0.459,0.2,0.2,0.8,0.3,0.9,1.3,0.4,0.2,0.1,0.4,0.7,2.1,2021,[CLE/CLE/CLE]
212_2021,212,Lonnie Walker,SG,22,[SAS],25,22,26.6,4.0,10.0,0.406,1.6,4.4,0.355,2.5,5.6,0.446,0.484,1.1,1.4,0.8,0.2,2.7,2.9,1.7,0.5,0.4,1.0,2.1,10.8,2021,[SAS]
213_2021,213,T.J. Warren,SF,27,[IND],4,4,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,2021,[IND]
214_2021,214,P.J. Washington,PF,22,[CHO],24,24,28.8,4.0,9.6,0.42,1.1,3.3,0.329,3.0,6.3,0.467,0.476,2.0,2.7,0.738,1.7,4.9,6.5,3.0,0.9,1.3,2.0,2.7,11.2,2021,[CHO/CHO]
215_2021,215,Coby White,PG,20,[CHI],27,27,33.5,5.6,13.8,0.403,2.4,6.8,0.35,3.2,7.0,0.455,0.489,1.9,2.2,0.867,0.3,4.4,4.7,5.4,0.4,0.1,2.4,2.4,15.4,2021,[CHI/CHI/CHI]
216_2021,216,Andrew Wiggins,PF,25,[GSW],29,29,32.2,6.7,14.4,0.468,1.9,5.2,0.373,4.8,9.2,0.521,0.535,2.3,3.4,0.67,1.0,3.7,4.8,2.1,0.7,1.3,1.8,2.4,17.7,2021,[GSW/GSW/GSW]
217_2021,217,Grant Williams,PF,22,[BOS],24,6,19.3,1.9,4.3,0.451,0.9,2.2,0.415,1.0,2.0,0.49,0.559,0.6,1.2,0.517,1.0,2.0,3.0,1.0,0.5,0.4,1.0,3.0,5.4,2021,[BOS/BOS/BOS]
218_2021,218,Kenrich Williams,PF,26,[OKC],28,6,18.3,2.3,4.3,0.537,0.5,1.2,0.441,1.8,3.1,0.575,0.599,0.4,0.7,0.632,1.4,2.5,3.9,1.7,0.8,0.2,0.9,1.7,5.6,2021,[OKC/OKC/OKC]
219_2021,219,Patrick Williams,PF,19,[CHI],26,26,27.7,3.7,8.1,0.455,0.9,2.2,0.397,2.8,5.9,0.477,0.509,1.8,2.3,0.797,0.9,3.7,4.6,1.1,0.7,0.7,1.5,2.3,10.1,2021,[CHI/CHI/CHI]
220_2021,220,Robert Williams,C,23,[BOS],21,0,15.1,2.7,3.7,0.727,0.0,0.0,0.0,2.7,3.6,0.737,0.727,0.8,1.1,0.667,2.2,3.1,5.3,0.8,1.0,1.1,1.0,1.6,6.1,2021,[BOS/BOS/BOS]
221_2021,221,Zion Williamson,PF,20,[NOP],27,27,32.6,9.6,15.6,0.618,0.2,0.6,0.375,9.4,15.0,0.627,0.625,5.6,7.7,0.718,2.4,4.4,6.8,3.1,1.0,0.7,2.3,2.6,25.0,2021,[NOP/NOP]
222_2021,222,Dylan Windler,SF,24,[CLE],15,0,17.5,2.1,4.3,0.477,0.9,2.8,0.31,1.2,1.5,0.783,0.577,1.0,1.1,0.882,0.7,3.0,3.7,1.2,0.6,0.5,1.0,1.3,6.0,2021,[CLE/CLE/CLE]
223_2021,223,Cassius Winston,PG,22,[WAS],6,0,7.3,0.7,1.7,0.4,0.5,1.2,0.429,0.2,0.5,0.333,0.55,0.3,0.3,1.0,0.0,0.7,0.7,1.0,0.0,0.2,0.2,0.7,2.2,2021,[WAS/WAS]
224_2021,224,Robert Woodard,SF,21,[SAC],6,0,2.8,1.0,1.8,0.545,0.2,0.5,0.333,0.8,1.3,0.625,0.591,0.0,0.3,0.0,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.0,2.2,2021,[SAC]
225_2021,225,Trae Young,PG,22,[ATL],26,26,34.7,7.6,17.7,0.429,2.3,6.2,0.369,5.3,11.5,0.462,0.493,9.0,10.2,0.887,0.7,3.2,3.8,9.3,0.8,0.3,4.3,2.0,26.5,2021,[ATL/ATL/ATL]
226_2021,226,Ivica Zubac,C,23,[LAC],30,1,19.5,3.2,4.7,0.669,0.0,0.0,0.0,3.2,4.7,0.674,0.669,2.0,2.4,0.845,2.3,4.4,6.6,1.1,0.4,0.8,1.0,2.6,8.3,2021,[LAC/LAC/LAC]
2_2022,2,Bam Adebayo,C,24,[MIA],56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,2022,[MIA/MIA/MIA]
227_2022,227,Santi Aldama,PF,21,[MEM],32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,2022,[MEM]
228_2022,228,Nickeil Alexander-Walker,SG,23,[TOT],65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,2022,[NOP/MIN/UTA]
229_2022,229,Jose Alvarado,PG,23,[NOP],54,1,15.4,2.4,5.4,0.446,0.6,2.0,0.291,1.8,3.4,0.538,0.5,0.7,1.0,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1,2022,[NOP/NOP]
230_2022,230,Justin Anderson,SF,28,[TOT],16,6,19.8,2.3,5.9,0.379,0.9,3.7,0.254,1.3,2.3,0.583,0.458,0.9,1.2,0.789,0.3,2.6,2.9,2.1,0.5,0.4,0.5,1.4,6.4,2022,[]
6_2022,6,Giannis Antetokounmpo,PF,27,[MIL],67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15.0,0.616,0.582,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,2022,[MIL/MIL/MIL]
8_2022,8,Thanasis Antetokounmpo,SF,29,[MIL],48,6,9.9,1.5,2.7,0.547,0.0,0.3,0.143,1.4,2.4,0.596,0.555,0.6,1.0,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,2022,[MIL/MIL/MIL]
9_2022,9,Cole Anthony,PG,21,[ORL],65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,2022,[ORL/ORL/ORL]
10_2022,10,OG Anunoby,SF,24,[TOR],48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,2022,[TOR/TOR/TOR]
231_2022,231,Trevor Ariza,SF,36,[LAL],24,11,19.3,1.4,4.1,0.333,0.8,3.1,0.27,0.5,1.0,0.52,0.434,0.4,0.8,0.556,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8,4.0,2022,[LAL]
232_2022,232,D.J. Augustin,PG,34,[TOT],55,2,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,2022,[MIL]
11_2022,11,Deni Avdija,SF,21,[WAS],82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4,2022,[WAS/WAS/WAS]
233_2022,233,Joel Ayayi,SG,21,[WAS],7,0,2.9,0.1,0.9,0.167,0.0,0.1,0.0,0.1,0.7,0.2,0.167,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3,2022,[WAS]
12_2022,12,Deandre Ayton,C,23,[PHO],58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,2022,[PHO/PHO/PHO]
13_2022,13,Udoka Azubuike,C,22,[UTA],17,6,11.5,2.2,2.9,0.755,0.0,0.0,0.0,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,2022,[UTA/UTA/UTA]
234_2022,234,Marvin Bagley III,PF,22,[TOT],48,25,23.9,4.7,9.3,0.504,0.5,2.0,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9,11.3,2022,[SAC]
15_2022,15,LaMelo Ball,PG,20,[CHO],75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,2022,[CHO/CHO/CHO]
16_2022,16,Desmond Bane,SF,23,[MEM],76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,2022,[MEM/MEM/MEM]
235_2022,235,Dalano Banton,SF,22,[TOR],64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,2022,[TOR/TOR]
236_2022,236,Cat Barber,PG,27,[ATL],3,0,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,2022,[ATL]
17_2022,17,Harrison Barnes,PF,29,[SAC],77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,2022,[SAC/SAC/SAC]
237_2022,237,Scottie Barnes,PF,20,[TOR],74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,2022,[TOR/TOR]
18_2022,18,RJ Barrett,SF,21,[NYK],70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,2022,[NYK/NYK/NYK]
238_2022,238,Paris Bass,SF,26,[PHO],2,0,3.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,2022,[PHO]
19_2022,19,Keita Bates-Diop,SF,26,[SAS],59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,2022,[SAS/SAS/SAS]
20_2022,20,Nicolas Batum,PF,33,[LAC],59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,2022,[LAC/LAC/LAC]
22_2022,22,Bradley Beal,SG,28,[WAS],40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,2022,[WAS/WAS/WAS]
239_2022,239,DeAndre' Bembry,SF,27,[TOT],56,20,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9,3.3,0.589,0.595,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1,2022,[TOR]
240_2022,240,D?vis Bert?ns,PF,29,[TOT],56,0,14.4,1.8,4.9,0.36,1.4,4.1,0.335,0.4,0.8,0.489,0.5,0.6,0.7,0.9,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,2022,[]
25_2022,25,Keljin Blevins,SF,26,[POR],31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1,2022,[POR/POR]
241_2022,241,Bogdan Bogdanovi?,SG,29,[ATL],63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,2022,[ATL]
242_2022,242,Bojan Bogdanovi?,PF,32,[UTA],69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,2022,[UTA]
30_2022,30,Devin Booker,SG,25,[PHO],68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,2022,[PHO/PHO/PHO]
243_2022,243,Brandon Boston Jr.,SG,20,[LAC],51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,2022,[LAC]
31_2022,31,Chris Boucher,PF,29,[TOR],80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,2022,[TOR/TOR/TOR]
244_2022,244,James Bouknight,SG,21,[CHO],31,0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,2022,[CHO/CHO]
34_2022,34,Miles Bridges,PF,23,[CHO],80,80,35.5,7.5,15.2,0.491,1.9,5.8,0.331,5.5,9.4,0.59,0.554,3.3,4.2,0.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,2.4,20.2,2022,[CHO/CHO]
245_2022,245,Oshae Brissett,SF,23,[IND],67,25,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4.0,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,2022,[IND/IND]
246_2022,246,Armoni Brooks,SG-PG,23,[TOT],54,11,15.6,1.8,5.4,0.339,1.4,4.6,0.297,0.4,0.7,0.6,0.467,0.3,0.4,0.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3,2022,[]
35_2022,35,Dillon Brooks,SF,26,[MEM],32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,2022,[MEM/MEM/MEM]
247_2022,247,Charlie Brown Jr.,SG,24,[TOT],22,2,8.0,0.5,1.8,0.256,0.0,0.5,0.083,0.4,1.2,0.333,0.269,0.4,0.5,0.9,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4,2022,[]
248_2022,248,Chaundee Brown Jr.,SG-SF,23,[TOT],5,2,20.8,2.0,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1.0,1.2,0.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2,2022,[]
249_2022,249,Greg Brown III,SF,20,[POR],48,6,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,2022,[POR]
36_2022,36,Jaylen Brown,SF,25,[BOS],66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,2022,[BOS/BOS/BOS]
250_2022,250,Moses Brown,C,22,[TOT],40,6,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,2022,[OKC/BRK/LAC]
251_2022,251,Shaq Buchanan,PG,25,[MEM],2,0,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,2022,[MEM]
37_2022,37,Trey Burke,PG,29,[DAL],42,0,10.5,2.0,5.1,0.391,0.6,2.0,0.317,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1,2022,[DAL/DAL]
38_2022,38,Jimmy Butler,SF,32,[MIA],57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,2022,[MIA/MIA/MIA]
252_2022,252,Vlatko ?an?ar,PF,24,[DEN],15,1,11.7,1.5,2.7,0.561,0.5,0.8,0.583,1.1,1.9,0.552,0.646,0.6,0.9,0.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,2022,[DEN]
253_2022,253,Devin Cannady,PG,25,[ORL],5,0,29.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4,0.0,0.511,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0,2022,[ORL]
41_2022,41,Clint Capela,C,27,[ATL],74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,2022,[ATL/ATL/ATL]
254_2022,254,Vernon Carey Jr.,C,20,[TOT],7,1,6.3,1.0,1.9,0.538,0.0,0.0,0.0,1.0,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,2022,[CHO]
255_2022,255,Jevon Carter,PG,26,[TOT],66,3,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,2022,[PHO/MIL]
256_2022,256,Willie Cauley-Stein,C,28,[TOT],20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7,2022,[DAL]
257_2022,257,Ahmad Caver,PG,25,[IND],1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2022,[IND]
258_2022,258,Zylan Cheatham,SF,26,[UTA],1,0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,[UTA]
259_2022,259,Josh Christopher,SG,20,[HOU],74,2,18.0,3.0,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,2022,[HOU/HOU]
43_2022,43,Brandon Clarke,PF,25,[MEM],64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,2022,[MEM/MEM/MEM]
44_2022,44,Jordan Clarkson,SG,29,[UTA],79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,2022,[UTA/UTA/UTA]
260_2022,260,Nic Claxton,C,22,[BRK],47,19,20.7,3.8,5.6,0.674,0.0,0.0,0.0,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,2022,[BRK]
45_2022,45,Amir Coffey,SG,24,[LAC],69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,2022,[LAC/LAC/LAC]
46_2022,46,John Collins,PF,24,[ATL],54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,2022,[ATL/ATL/ATL]
261_2022,261,Zach Collins,PF,24,[SAS],28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,2022,[SAS/SAS]
262_2022,262,Darren Collison,PG,34,[LAL],3,0,12.3,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3,2022,[LAL]
47_2022,47,Pat Connaughton,SG,29,[MIL],65,19,26.0,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,2022,[MIL/MIL/MIL]
263_2022,263,Tyler Cook,PF,24,[CHI],20,2,10.0,1.2,1.9,0.605,0.0,0.0,0.0,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,2022,[CHI]
264_2022,264,Sharife Cooper,PG,20,[ATL],13,0,3.0,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,2022,[ATL]
265_2022,265,Petr Cornelie,PF,26,[DEN],13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,2022,[DEN]
266_2022,266,DeMarcus Cousins,C,31,[TOT],48,7,15.0,3.1,6.8,0.46,0.8,2.5,0.303,2.3,4.2,0.554,0.517,2.0,2.6,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0,2022,[HOU]
267_2022,267,Robert Covington,PF-SF,31,[TOT],71,42,27.3,2.9,7.0,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1.0,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,2022,[POR/LAC]
268_2022,268,Torrey Craig,SF,31,[TOT],78,16,20.5,2.6,5.7,0.454,1.0,3.0,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,2022,[MIL/PHO]
269_2022,269,Jarron Cumberland,SG,24,[POR],3,0,4.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7,2022,[POR]
270_2022,270,Cade Cunningham,PG,20,[DET],64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,2022,[DET/DET]
271_2022,271,Seth Curry,SG,31,[TOT],64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,2022,[PHI/BRK]
49_2022,49,Stephen Curry,PG,33,[GSW],64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,2022,[GSW/GSW/GSW]
50_2022,50,Anthony Davis,C,28,[LAL],40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,2022,[LAL/LAL/LAL]
272_2022,272,Gabriel Deck,PF,26,[OKC],7,0,8.0,1.1,2.0,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6,2022,[OKC]
273_2022,273,Sam Dekker,PF,27,[TOR],1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,[TOR]
274_2022,274,Javin DeLaurier,C,23,[MIL],1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2022,[MIL]
275_2022,275,Cheick Diallo,C,25,[DET],3,0,10.3,1.0,2.7,0.375,0.0,0.0,0.0,1.0,2.7,0.375,0.375,1.7,2.0,0.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7,2022,[DET]
